age_at_enrollment,gender,resource_dilution_index,socioeconomic_status_index,commute_barrier_score,digital_equity_access_score,nutritional_support_access,gpa_trend,failed_subjects_count,strength_science_indicator,chronic_health_risk_score,health_related_absences,social_integration_score,cash_flow_volatility,academic_catchup_status,psychosocial_support_access
15,0,6,4,12.929238985430956,1,1,-2.0743087694308855,3,1,1,5,1,0.1990678350582477,0,0
13,1,7,4,6.674790445290673,0,0,0.5920519973981451,2,0,1,4,0,0.3164066430758851,0,0
17,0,4,5,4.037524131123353,0,1,3.0479878040155883,1,0,1,9,2,0.19642944216605243,0,0
17,0,0,5,4.330074876529498,1,0,-0.4707496465165195,1,0,3,19,2,0.13398958066567754,0,0
16,1,2,3,1.7967513080071762,0,0,-1.4186833294473398,0,1,1,5,1,0.1477143305332768,0,0
16,0,4,1,15.869936594666443,2,1,0.6039580070414873,1,0,3,13,0,0.134580756404391,0,1
15,1,8,1,11.561048679266213,0,1,-0.05352192696792188,2,0,1,3,1,0.24730129443669582,0,0
14,1,8,1,0.7413402039665833,0,0,-1.6971163883953637,0,0,1,1,2,0.26720685775953423,0,0
14,1,4,3,7.392193576828408,0,0,-0.3735698177580589,3,0,3,10,3,0.3023230556630012,0,0
15,1,2,1,2.806658717526158,1,0,2.5107527019767604,0,0,1,7,0,0.24054067843028532,0,0
17,1,6,4,13.548406056270561,0,1,-0.29838081833926644,2,0,2,6,0,0.1266682158211186,0,0
14,1,3,2,6.273768034245515,1,1,-0.03919830538965881,1,0,1,5,0,0.1904382694594409,0,0
16,0,4,4,2.3396387176671776,2,0,-0.42061567824901985,0,1,1,9,1,0.1458594065853473,0,0
13,1,8,3,2.60407657068391,2,1,-0.04750243667445071,1,0,1,1,3,0.22303518707783454,0,0
14,0,4,2,8.196206455077371,0,1,0.7526622670061476,1,0,2,8,0,0.20295119359119784,0,1
13,1,5,3,1.9437127055646652,1,1,3.993719834018643,0,1,1,3,2,0.24751898624825383,0,0
16,1,4,3,5.517609352507229,1,1,2.09150502795874,1,1,1,7,1,0.2064920926956903,0,0
13,1,6,2,4.356203696168988,0,0,2.0304913875246537,2,1,1,5,0,0.16327118138523275,0,0
17,1,4,1,5.427291132661094,1,0,0.5037832668100996,3,0,1,2,1,0.13878309517826365,0,0
13,1,1,2,9.471301587774448,0,0,-0.8317869276644849,1,1,1,4,1,0.21189292894877715,0,0
17,0,2,5,0.6127364202240819,1,1,-0.7674101049962514,3,0,1,7,2,0.3089430963462492,0,1
13,0,5,4,2.6071594179080075,1,0,2.042947786753765,1,0,1,4,3,0.2682920849234449,0,1
16,0,8,2,1.42776762133883,1,0,-1.0068089206259474,1,1,2,7,2,0.14062044766524,0,0
13,0,4,2,1.8804774453010142,0,0,-1.7242097724675554,1,0,2,5,1,0.2558151027704425,0,0
14,1,5,5,2.9227951264320833,2,1,1.7592448720051594,0,0,1,8,0,0.28429681648900024,0,1
16,0,3,2,4.323138771048586,0,1,1.1790475415797461,3,1,2,8,3,0.24146907821859423,0,1
16,1,5,4,1.7728377195358167,0,0,-0.8165249852393004,3,0,1,3,3,0.3176266691850865,0,1
13,0,5,1,5.105853097635765,2,1,1.3241510140833674,1,0,2,11,3,0.23335674361463254,0,1
15,0,4,1,1.7884640508078944,0,1,-0.46925758721679045,1,0,1,6,3,0.3167200462048625,0,0
14,0,3,3,6.586570993088579,1,1,-0.5318136845893431,1,0,1,2,2,0.2517792833088871,0,0
17,0,7,3,11.837390937380805,0,1,0.005398750313216924,2,1,3,22,2,0.2904738645334987,0,0
17,0,3,3,2.832021408297682,0,1,-0.10957663577509072,1,0,1,3,2,0.1697988857498779,0,0
14,0,5,5,3.7685820110236046,0,1,-0.3523938930165311,3,0,1,6,3,0.214301875214847,0,0
13,0,4,3,3.588036107589956,0,1,1.392107592524654,1,0,2,9,0,0.21173626254121197,0,0
13,0,2,1,0.5105435846903215,0,1,0.08309747136075717,2,0,1,3,0,0.3186975038062424,0,0
14,0,2,5,7.5066843976844115,1,1,-1.7288062664410748,1,1,1,6,2,0.26949996636925144,0,1
16,0,2,3,7.422468363287885,1,1,1.0125644102458504,1,0,3,28,2,0.21948396766398517,0,0
17,1,2,3,18.26381428184575,0,1,-0.562618108542298,2,0,3,13,3,0.16082946789557334,0,1
16,0,3,5,3.789051523153106,0,0,-2.403414843165959,4,0,1,4,3,0.2187587191311622,1,0
16,0,3,5,4.33879065195919,2,0,-1.5535857718051198,1,0,1,7,2,0.304931692009928,0,0
15,1,3,5,2.923985016829816,0,1,0.42067673063896277,0,1,1,6,3,0.21622830622795056,0,1
15,0,9,3,4.660471596468443,1,1,1.4101929070721706,1,1,1,5,3,0.14653969622597499,0,1
16,1,7,1,2.579215413870563,0,1,-2.436578723771449,1,1,3,19,1,0.2768603093583734,0,0
14,1,5,1,7.813234070712566,0,0,2.755897438519343,3,0,2,7,2,0.17066018613356781,0,1
15,1,2,3,5.160677099724596,1,1,-0.9891619376061025,2,1,2,7,1,0.13821139517082207,0,1
16,0,7,5,4.777648462194462,1,1,-0.33512049393754917,1,1,1,7,2,0.29643661043343794,0,0
14,0,5,5,3.1171908199536356,0,0,3.8992811112297314,0,0,1,5,0,0.20216509602701138,0,1
14,1,7,4,4.15823318469293,2,0,0.7557996815735977,0,1,1,3,0,0.12439587436158588,0,0
14,1,4,3,5.04478798494825,1,1,1.2837139951230978,3,0,2,6,2,0.25488978923042127,0,1
14,0,3,2,8.28114665823273,1,0,3.13333734821303,1,1,1,3,0,0.12642580263455525,0,0
14,1,0,3,0.9833067262570828,2,1,-0.0010267270524461395,2,0,1,6,1,0.17778095837063598,0,1
17,0,6,1,11.92738876827605,1,0,0.2945150316814098,1,0,1,2,3,0.25239142368371886,0,0
15,0,7,1,2.387867007854087,2,0,-2.338238041376669,1,1,1,1,1,0.26732365810047226,0,1
17,1,10,2,3.0057168668837337,0,0,-2.056053216047716,0,0,1,5,3,0.2520498752860405,0,0
17,1,1,2,2.9930639788184727,1,1,0.9177358056532428,5,1,1,4,2,0.2858640023501765,1,1
14,0,4,5,3.6919037837478372,1,0,-1.5200674309553106,1,1,1,7,1,0.24722527406205763,0,1
13,0,1,4,9.157804762826057,2,1,0.684287230108852,3,0,1,4,1,0.18989175608288725,0,0
17,1,6,2,3.54271668564553,0,1,-0.8767678381548853,3,1,1,5,3,0.25017501070880754,0,0
15,0,2,1,6.807857894309671,1,0,-0.41950190300659523,1,1,1,6,1,0.21587441261995605,0,0
16,1,3,1,7.597461201386975,0,1,-1.4240607435235786,2,0,2,11,0,0.20674513999132174,0,0
14,0,5,2,4.584514040532572,2,1,1.6121616441932063,1,0,2,11,0,0.1935426038479981,0,0
15,1,1,2,4.100350941123724,0,0,2.0041609714405175,1,0,3,16,0,0.27344576485922767,0,1
14,0,3,1,8.328820468929035,1,1,1.3717190371643897,2,0,1,4,0,0.27847263529043775,0,0
13,1,4,1,4.156566704572872,1,0,3.3298849892912723,4,1,2,5,0,0.23213087414159952,1,0
14,0,4,3,1.6709334877709303,0,0,-1.826106344792929,2,0,1,2,1,0.13208473328667153,0,1
17,0,1,1,1.5960534589322868,0,0,2.014970585106485,1,1,2,4,2,0.27989600472064835,0,0
16,0,2,3,0.9806659503917687,0,0,0.5148650516240758,0,0,1,5,3,0.13981764081084733,0,0
15,1,2,2,3.494898491102087,2,1,-0.8476760735728746,0,1,1,1,2,0.2965892546266533,0,0
16,1,4,1,1.2547346842776825,2,1,-0.2533194101698769,1,1,1,7,0,0.23964256383636368,0,0
13,0,4,2,1.5801755490679301,0,1,-0.46667775247017185,1,0,3,17,1,0.23639019016239288,0,0
13,0,8,4,10.385999730111982,0,1,-0.6588927139644195,0,0,1,7,0,0.15681887981412393,0,1
13,1,4,5,4.640962898422668,2,1,0.8660433753530672,1,0,1,3,2,0.24085489392891524,0,0
16,1,3,2,5.246778912546057,0,1,1.8814967604375146,2,0,2,8,3,0.21400379124909052,0,0
13,0,5,1,1.6577710703508666,0,1,-1.1475675885696803,1,0,1,4,1,0.28778197029634234,0,0
17,1,1,1,7.91127710612868,1,1,-0.19184029641760197,6,0,2,13,1,0.2372717641384009,1,0
13,0,2,1,0.613375989865943,2,0,2.064506704318502,0,0,1,8,0,0.17191584325187492,0,0
15,0,3,5,12.913512960086562,0,0,0.3195504613327792,6,1,1,12,1,0.26144270219478105,1,1
15,1,6,4,5.574843372372734,0,0,-2.2474757141118467,0,0,1,7,3,0.24931183390134923,0,1
15,0,3,1,11.500256478809307,1,1,1.2007666265336647,1,0,1,2,1,0.18192304842506193,0,0
17,0,6,4,6.232613205586219,2,1,-0.019550493382422308,2,0,2,7,3,0.30761765100602356,0,0
16,0,2,3,3.2527679855442426,0,1,0.5924012943060948,3,0,1,5,0,0.2936014131614141,0,0
13,1,5,5,3.22806053687293,1,1,0.14453031177021267,2,1,1,1,1,0.15855346815381516,0,1
16,0,4,3,5.754998489974469,1,1,-1.1338223917712886,4,1,2,11,3,0.1567014964864783,1,0
13,1,6,2,11.318358167052748,1,1,0.24991242345051662,2,1,2,7,3,0.20032831634433007,0,0
14,1,2,3,2.977881628127933,0,1,-0.5354492365469373,3,0,1,5,0,0.18359170801582086,0,0
16,0,2,4,7.658523269228262,0,1,0.777551461362189,2,0,1,5,1,0.18319965148696038,0,0
15,1,6,1,9.407643338398186,0,1,2.4879920758548306,1,0,2,8,2,0.16000774896836825,0,0
13,0,3,1,2.929864402763907,0,0,-2.550842137238807,0,0,1,6,2,0.2696051722189407,0,0
15,1,4,3,12.562103166789944,2,0,-1.472416451395425,1,0,2,11,2,0.2974692228335599,0,0
15,1,4,2,0.6402402634304796,0,0,0.3427690083499869,1,0,2,9,3,0.1971185897100557,0,0
14,0,3,1,5.238675182579406,0,0,2.634757958676944,1,1,2,4,1,0.13944349612349902,0,0
15,0,2,4,7.613964855300278,0,0,0.8571589580330283,0,0,3,14,2,0.18443261312561013,0,0
17,1,5,3,0.9331655580657738,1,0,-0.020027479080915733,0,0,1,10,3,0.30714037766755103,0,0
13,0,5,4,1.8393807712611632,1,0,2.4056215885895567,0,0,1,5,2,0.21914583462534798,0,0
16,1,4,3,1.1252186467592424,2,0,-1.965813198083266,4,0,1,5,1,0.25214413469860697,1,0
15,0,5,3,0.8838798207270675,1,1,-0.8163126456098896,0,0,1,4,3,0.13953102111710383,0,0
14,1,6,1,18.480027580794566,0,0,0.01878005237701289,1,1,1,6,2,0.12430306575349007,0,0
17,1,2,3,5.317179844643265,0,1,1.8853142941551497,1,0,2,9,0,0.28837341419229423,0,0
15,0,1,2,1.1413647055629998,0,0,-0.6668859197955339,1,1,1,8,3,0.1793021254574978,0,1
14,0,6,3,6.203235503846254,1,1,0.17041145589241097,2,1,1,5,2,0.17738117714508894,0,0
16,1,5,4,0.6351895015588165,0,1,0.7319737362637943,1,1,1,2,1,0.2738228618733319,0,1
15,0,3,3,3.7558060488462797,0,1,-0.48441792944830453,1,0,1,3,3,0.2152188677078961,0,1
16,1,5,5,2.6928375571313223,2,0,-0.7972424207089673,5,0,3,15,0,0.14043779996941524,1,0
13,1,1,2,8.297263458951933,2,1,-0.6933848305066211,1,1,1,4,2,0.13483986347623608,0,0
15,0,6,4,0.9893132880996858,1,1,-0.46774280130723406,2,1,1,4,0,0.14635978183361517,0,1
15,1,4,3,0.67987418225237,2,0,-0.4948714733283291,0,0,1,3,2,0.1853892807424788,0,0
14,1,4,4,3.7784626871540654,1,0,-0.463782023961846,0,1,1,6,1,0.3027432084455933,0,0
15,1,2,5,12.370459514761842,0,1,-2.8789264615412185,1,0,2,14,2,0.3140963755667196,0,1
