student_id,school_id,age_at_enrollment,gender,resource_dilution_index,socioeconomic_status_index,commute_barrier_score,digital_equity_access_score,nutritional_support_access,gpa_trend,failed_subjects_count,strength_science_indicator,chronic_health_risk_score,health_related_absences,social_integration_score,cash_flow_volatility,academic_catchup_status,psychosocial_support_access,retention_risk_score,retained
70,3,17,1,4,5,3.8798764521783413,1,0,0.3265428608824524,1,0,1,6,1,0.1949885813560681,0,0,0.9328,1
71,6,14,0,2,2,0.5924421220138256,1,0,-0.3008719882853731,1,0,2,16,1,0.3094870018836272,0,0,0.7375,0
72,6,16,1,6,1,8.83646792265365,0,1,-1.9900179716142405,2,0,1,2,2,0.3164025457463536,0,0,0.5025,1
73,15,16,1,6,3,10.402100348080538,2,1,0.3106079037808343,0,0,2,9,3,0.28662493995756655,0,0,0.9547,1
74,8,16,0,5,2,6.476062394498646,0,1,0.7815342691267466,0,0,2,9,0,0.26187691052818973,0,0,0.9221,1
75,13,17,1,7,3,2.9486090199766837,0,1,-2.9322291738966273,4,0,3,17,1,0.2966250955482151,1,0,0.7451,0
76,17,14,1,3,5,3.4843134899916413,1,1,0.7150858397432328,0,0,3,8,3,0.17908834093290743,0,1,0.9784,1
77,4,17,1,7,2,7.773615706759262,0,1,-0.8459882730182265,0,0,1,1,0,0.20913609250792103,0,0,0.8074,1
78,2,14,1,5,4,4.402785069640178,0,0,0.428562554015307,0,0,1,6,1,0.278480343724261,0,1,0.9615,1
79,6,15,1,3,4,6.3087364685228735,0,0,1.5619482408184402,0,0,1,4,2,0.24874932204059164,0,0,0.9291,1
80,18,17,1,5,5,0.8321604620781284,2,1,-0.017276886280865524,1,0,2,10,2,0.20377144442143014,0,0,0.9699,1
81,3,16,1,4,3,14.641845426017273,1,1,-0.15148572827090118,0,1,1,1,2,0.21992805441361257,0,0,0.8818,0
82,14,13,0,6,2,8.808352168324209,0,0,-1.083723131909279,2,0,2,10,3,0.29132377006836807,0,0,0.532,0
83,18,17,1,10,2,6.309649826743267,2,1,-2.171221540588996,2,0,1,3,0,0.2140648547517803,0,0,0.7246,1
84,4,15,0,7,1,7.608495868005516,0,1,-1.0200507319012875,1,1,1,5,1,0.295248130879936,0,0,0.6844,0
85,20,14,1,3,4,9.437249208361427,2,0,0.2994894000262375,1,0,2,8,0,0.2509099493708243,0,0,0.9011,1
86,9,16,1,7,2,4.725393319350733,2,1,0.1966980352346237,1,0,1,6,0,0.2486226905722578,0,1,0.9165,1
87,4,13,0,7,2,9.54924042241684,0,0,-2.3587007092148697,4,0,1,7,1,0.2949537964737682,1,0,0.2892,0
88,2,13,1,1,5,4.788435656550193,0,1,-0.6284823651519159,1,1,1,2,3,0.17691143606765275,0,1,0.9774,1
89,15,15,0,8,5,5.3198261974335,0,0,-0.03801988368188416,1,0,1,6,0,0.21067190098837668,0,0,0.9068,1
90,5,13,1,4,3,2.2551382274681924,0,1,-1.6072211075897989,2,0,3,15,0,0.27924441397803185,0,1,0.7325,0
91,7,13,1,1,3,10.861661155639792,1,0,-1.6274626363816043,2,0,1,6,0,0.27551557304164365,0,0,0.6879,1
92,3,16,0,7,1,7.345484677677561,0,1,-2.4180964757550236,4,0,3,10,1,0.24774451457642072,1,0,0.3012,1
93,1,13,0,4,5,1.9311821102243134,1,1,1.3159188918936207,0,1,2,9,1,0.15161560427044338,0,0,0.9766,1
94,1,13,0,6,1,5.844993868618943,0,1,-0.9266902864150064,2,0,1,1,2,0.32,0,1,0.7422,0
95,13,16,1,3,5,9.397009903673192,2,1,-1.048250619821563,1,0,1,5,1,0.15196755042317855,0,1,0.979,1
96,9,15,1,2,1,6.329286201435928,0,1,-2.6366556427050476,2,0,3,15,1,0.32,0,1,0.6909,0
97,17,13,1,1,5,9.518679348414329,2,1,-0.00539012062901021,1,0,2,8,0,0.2316042953235182,0,0,0.8842,1
98,12,17,0,4,4,5.456718031251045,0,1,0.6587555088011446,0,1,1,5,0,0.24088903192291156,0,0,0.9542,1
99,2,16,0,5,2,3.015931639366134,0,0,-2.02989324035174,2,0,1,7,0,0.20418037525713903,0,0,0.6577,1
100,5,14,0,3,2,10.934022353547668,0,0,-1.152228455949697,1,0,1,7,0,0.27893636928846444,0,0,0.4532,0
101,11,17,1,2,2,3.5395919052233134,0,1,-1.6412704736022745,3,0,3,18,2,0.2671891913083473,0,0,0.6967,1
102,18,14,1,6,2,3.036527602869163,0,1,-1.6834512058308144,2,0,3,15,0,0.2954497911549459,0,0,0.701,1
103,7,15,0,6,2,6.551351464997657,0,0,-2.088399210452873,1,0,1,7,2,0.28031554742777404,0,0,0.6517,1
104,20,15,0,4,3,6.762603983066117,0,1,-0.8371034759111518,1,1,1,5,0,0.25045453696621084,0,0,0.8672,1
105,11,13,1,3,3,12.54959233663661,0,1,0.4173658363465925,0,0,1,5,1,0.2387328637911958,0,0,0.8911,1
106,10,13,1,5,3,1.2290580740273331,1,1,-1.5491848111797626,2,0,1,2,2,0.2637881069616303,0,0,0.9055,1
107,1,16,1,6,4,4.579051206857401,1,1,-0.22854074993426865,1,0,1,3,2,0.19733632018313024,0,0,0.9034,0
108,8,17,1,3,1,1.794200781094465,0,1,-2.2899844904090694,2,0,1,3,0,0.223254965756182,0,1,0.7805,1
109,1,14,1,5,2,3.630753420365174,0,1,-2.1365091291385783,2,0,3,18,1,0.29979202653271453,0,1,0.5819,1
110,9,17,0,5,1,7.649476746130013,0,1,-1.0145308308522614,2,0,1,3,0,0.22584848346889802,0,1,0.742,0
111,17,13,0,2,4,7.1739234398062175,2,0,-1.1509536623109267,2,0,3,21,0,0.16671820384087774,0,0,0.5242,0
112,8,17,1,10,1,4.8394204821654805,0,1,-1.2377179328890442,2,0,1,6,0,0.30125171639761256,0,0,0.597,1
113,6,15,1,3,3,4.879712759784047,0,1,-0.3700585252866133,2,0,1,4,2,0.2224263450818311,0,1,0.9384,0
114,17,14,0,4,4,9.687010601454675,0,1,-0.6678297056820678,0,0,1,3,0,0.23060408539831687,0,0,0.9176,1
115,19,14,0,5,1,9.39612991903551,2,0,-1.2730109764626005,1,0,1,2,2,0.2790278709263412,0,0,0.816,1
116,7,14,1,5,1,15.552456424997095,0,1,-1.120123402357295,3,0,1,7,1,0.32,0,0,0.1963,0
117,11,15,1,6,2,19.602897713423825,0,1,-2.8040640031544495,5,0,1,5,1,0.3065660508136506,1,1,0.2862,1
118,9,16,0,8,3,7.030251592534664,0,1,-0.030393259517694927,0,0,2,15,2,0.21995521911656019,0,1,0.8889,0
119,1,13,0,9,3,3.8554315035169053,0,0,-0.8831781817684629,0,0,1,7,2,0.20696478080237582,0,0,0.7936,1
120,1,16,0,1,3,3.7168605772609298,2,1,-2.217314182432155,2,0,1,4,0,0.24322836140050003,0,0,0.7515,1
121,7,16,1,3,3,9.378575199841963,0,1,-0.013897224528981011,1,0,1,5,3,0.2179505497635982,0,0,0.9143,1
122,16,16,1,7,3,8.404884197782247,0,1,-2.2674574703872152,3,0,1,5,1,0.23866748160297555,0,0,0.5911,0
123,18,15,0,5,4,16.66573650198931,1,1,0.5212371236328056,1,0,1,5,2,0.2396047239622569,0,0,0.8547,1
124,10,17,0,4,2,2.9351311307636254,2,1,0.5100171579798018,0,0,1,8,0,0.32,0,0,0.93,1
125,18,13,0,4,1,3.9189796576872715,0,1,-3.153264025208295,4,0,1,4,2,0.310310934296419,1,0,0.6598,1
126,14,17,0,7,1,12.904688008013663,0,1,0.26303876266147264,0,0,1,8,0,0.2519440504191963,0,0,0.7704,0
127,15,13,1,6,3,3.1931992925883446,0,0,-2.71232581214814,4,1,2,12,1,0.2565863058637248,1,0,0.5757,0
128,4,13,0,6,3,4.9623275809436125,0,0,-2.727185464537857,4,0,1,3,2,0.30801285153443075,1,0,0.46,0
129,14,15,1,6,1,5.69145335785016,0,1,-2.409996847903445,1,0,1,2,0,0.32,0,0,0.5792,1
130,20,17,0,6,5,1.5326178078679171,0,1,0.6055536816274087,0,0,1,5,1,0.17541284636201215,0,1,0.9849,1
131,5,15,1,7,4,5.41064324294892,0,1,-0.15946334793745687,2,0,2,11,1,0.20726732828334693,0,1,0.7279,1
132,19,13,1,6,1,4.730736597503305,0,1,-1.4629189242930267,2,0,2,12,0,0.32,0,1,0.68,1
133,2,17,1,6,3,4.177108650984122,2,1,0.1705634726821922,0,1,1,5,1,0.2251168566746029,0,0,0.9375,1
134,14,17,1,7,1,7.023927201201705,0,0,-1.7658610137830626,2,0,2,10,1,0.32,0,0,0.3497,0
135,1,16,1,3,3,5.508759551557429,0,0,-1.2314934743290458,0,0,1,5,2,0.25282147772244484,0,1,0.8366,1
136,12,13,1,4,3,3.6920211643920484,0,0,0.15790507131443376,1,0,1,8,1,0.242560829574738,0,0,0.868,1
137,9,14,1,6,2,1.7309677986531586,0,1,-2.735025697180291,2,0,1,7,1,0.32,0,0,0.7793,0
138,5,17,1,6,3,2.748254051743304,2,1,-0.13633526111158617,0,0,1,5,1,0.18879847258740504,0,0,0.9265,1
139,5,16,1,4,1,7.418501189920622,0,1,-0.85864326301796,1,0,1,2,0,0.24506576623102477,0,0,0.7477,1
140,5,13,0,6,1,14.740443420144672,1,0,-1.6218869734636538,4,0,2,16,1,0.23779017785777054,1,0,0.1341,0
141,20,14,0,5,2,20.0,1,1,-0.6978177883192846,2,0,3,14,0,0.24501881287256888,0,0,0.322,0
142,15,13,0,2,2,1.4905433358800309,1,1,-1.0935435277935726,0,0,1,3,1,0.24655346880609968,0,1,0.9624,1
143,2,13,1,8,1,8.185445938102834,0,1,0.09491690768621841,0,0,1,10,1,0.32,0,0,0.689,1
144,18,16,1,6,4,4.881495872072721,0,1,-2.7512551950836697,3,0,1,8,2,0.18170557084254163,0,0,0.8003,1
145,14,13,0,2,1,10.150499317317268,0,1,-1.1008164325727732,3,0,1,2,2,0.22476323096263934,0,0,0.6478,0
146,7,13,1,2,1,12.577196659187335,0,1,-0.29965985415002117,0,1,1,6,1,0.2805378579104595,0,0,0.8537,1
147,20,14,0,3,1,10.437058565862818,0,1,-1.7085836548824822,2,0,2,11,0,0.24660824988925054,0,0,0.6796,1
148,7,13,0,5,1,17.2608627022854,0,1,-1.723167297950746,2,0,1,5,0,0.2828164900748786,0,1,0.41,1
149,13,16,0,3,1,3.7253725903803625,0,1,-2.2395691049968325,1,0,1,2,1,0.2851933791230816,0,0,0.9287,1
150,10,14,0,6,4,0.5511129255483065,0,0,-2.105474721849924,3,0,1,7,1,0.2207017847839537,0,1,0.6901,0
151,9,17,0,6,1,3.036096788392927,0,1,-0.7438482418472541,0,1,3,14,0,0.24316160049520325,0,0,0.7643,1
152,14,17,1,5,1,5.166963953311234,0,1,-0.847313883141226,1,0,1,7,0,0.27245542033015335,0,0,0.8408,1
153,5,14,0,6,1,5.766162450610912,0,1,-1.974951298287667,1,0,2,8,0,0.32,0,0,0.6111,0
154,14,13,1,1,5,13.298138463310284,1,0,-0.6536509502215052,2,1,1,4,1,0.2380668412118911,0,1,0.7919,0
155,20,13,0,4,2,3.6920608601039486,0,0,-1.929497566916294,2,0,1,2,0,0.3001555270542988,0,0,0.7287,1
156,12,17,1,6,2,11.12289109518882,1,1,0.18249726761796664,0,0,1,5,1,0.27905539478396074,0,1,0.9349,1
157,19,17,0,6,1,19.403824003034032,0,0,-0.6393767245966739,2,0,1,6,0,0.24427484573208566,0,0,0.4909,1
158,14,13,1,8,2,9.21125915194506,1,0,-1.505629485408382,2,1,2,8,1,0.2820925294090596,0,0,0.4745,1
159,3,13,1,3,4,2.257343105143334,1,0,-0.4101635145769497,1,0,2,3,2,0.2619167730750381,0,0,0.9362,1
160,17,13,0,5,2,6.6589708850637646,1,1,-0.0625133079072934,0,0,2,12,2,0.24356539690862455,0,0,0.8037,0
161,14,13,1,4,1,7.886285151186185,0,1,-1.2784508182953025,0,0,1,9,0,0.32,0,0,0.5811,0
162,14,16,1,4,3,8.003244748088028,0,1,-1.2193050188721015,3,0,1,6,2,0.19001098234530656,0,0,0.6083,1
163,18,13,0,6,3,7.230776382089987,2,1,-2.168599249527079,3,0,1,4,0,0.2774337030088957,0,1,0.8675,1
164,8,16,1,4,1,3.052378742520735,0,1,-0.39997634582506686,0,0,3,17,1,0.32,0,0,0.8493,0
165,17,13,0,1,3,3.1454618057944432,0,1,-3.7810795945577875,6,0,1,6,1,0.18919443458742038,1,0,0.4872,0
166,20,17,1,7,2,6.4962337265380725,1,1,-0.04369294691470002,0,0,3,7,0,0.2472522467241649,0,1,0.9169,1
167,15,14,0,3,5,1.7946970169496572,1,0,-1.1729648248556093,2,1,1,2,1,0.23183730367714384,0,0,0.9551,1
168,14,14,0,7,4,9.348983957635607,0,1,0.14329142411485224,0,1,3,13,1,0.22890058391905146,0,0,0.7968,0
169,9,13,1,7,3,5.53813720794281,0,1,-0.3376351075235398,0,0,1,9,1,0.1906992104974203,0,1,0.8917,1
170,16,16,0,4,5,3.812841642871323,1,1,0.829530007514853,0,1,1,3,3,0.24336498751731983,0,1,0.9837,1
171,8,15,1,3,5,2.259178458656385,1,1,-0.07178484995272305,0,0,1,5,1,0.156593579715884,0,1,0.987,1
172,16,14,0,1,4,13.114415367783717,1,1,0.5473454054668228,0,0,1,3,2,0.24582368946883004,0,0,0.9232,1
173,1,17,1,5,3,6.6186754889318635,0,1,-1.686854404448819,2,0,2,16,0,0.23608964175628588,0,0,0.6559,0
174,5,16,0,2,1,6.899441810602703,0,1,-0.9199467613989935,2,1,1,9,1,0.32,0,0,0.5472,0
175,8,15,1,3,4,5.097290508243788,0,0,0.7133464306150632,0,0,2,7,3,0.20904372458129553,0,0,0.9507,1
176,16,15,1,5,4,2.7294351284991984,1,0,0.06195582479939235,0,1,1,6,3,0.2272939625225801,0,1,0.9657,1
177,8,13,1,3,5,1.9007845322072767,0,0,0.3806088275840529,0,0,1,5,1,0.20934639707319025,0,1,0.9683,1
178,12,15,1,2,5,0.6309732148751667,1,0,-0.08889606916467227,1,0,1,4,0,0.2043111360564781,0,1,0.9703,1
179,15,17,1,6,4,3.0979004118807603,1,1,0.31897663324218467,0,0,1,11,1,0.18617603153627554,0,1,0.9847,1
180,15,15,1,4,3,6.016897799993617,0,1,-2.8007900488314723,3,0,1,4,0,0.18802350747477428,0,0,0.7104,1
181,10,15,0,9,2,8.44875978960921,1,1,-2.277504475774002,2,0,1,3,1,0.317281426704488,0,1,0.7663,1
182,4,16,1,4,1,8.992975715450767,0,1,-1.8364773783573933,3,0,1,5,1,0.32,0,0,0.5744,1
183,20,14,0,1,4,5.507372035737683,2,1,0.31729987636241885,2,1,2,11,0,0.17570794526147596,0,0,0.9444,1
184,15,15,1,13,4,8.11756882036085,1,1,-0.17959011517258805,1,0,2,9,0,0.20976562783839936,0,0,0.8844,1
185,9,16,1,7,2,7.30563771362001,1,1,-1.901564016903543,3,0,2,9,0,0.22304831404344172,0,1,0.4485,0
186,3,13,1,9,1,13.6732849157872,0,1,1.5762060756354601,0,0,3,14,0,0.2455277407767535,0,0,0.6572,1
187,13,13,0,6,4,17.812066070227733,0,1,-0.7624194148631932,3,0,3,15,1,0.20587905497509987,0,1,0.5882,1
188,18,15,0,3,2,10.222112209202702,0,1,-2.158006413471961,3,0,2,5,0,0.27385800116400194,0,0,0.5339,1
189,9,13,1,4,2,3.3799763213278093,0,1,-1.5652652310061757,2,0,1,3,0,0.23546573939084228,0,1,0.7979,1
190,16,15,0,5,1,5.908217452723171,0,1,-2.8274552306796297,5,0,3,12,0,0.2343871841942928,1,0,0.2141,0
191,17,17,0,9,1,6.888649194026123,1,1,-0.14921677948324458,0,0,1,3,1,0.32,0,1,0.8584,1
192,20,16,1,4,4,4.823423236372045,0,1,0.2591900136002733,1,0,2,6,0,0.27056841407850074,0,1,0.975,1
193,5,16,0,2,4,11.876607069734014,1,1,-0.9235812659330118,4,0,1,7,3,0.19991741150538572,1,0,0.5297,1
194,14,16,0,6,3,1.9924171050057071,0,1,-1.2883719617183356,3,0,1,7,1,0.19174820820017036,0,0,0.6025,0
195,4,17,1,5,4,2.5410832736818496,2,1,-1.372017952137056,4,0,3,14,1,0.2201957097160505,1,1,0.868,1
196,14,13,0,5,3,1.9454727917754566,0,1,-1.424231664330927,0,0,1,5,1,0.2699780097119987,0,1,0.9084,1
197,14,14,0,8,2,10.981803326455678,2,1,-2.4927173610090785,3,0,3,14,1,0.2807036932339563,0,0,0.3445,0
198,15,13,1,3,1,4.859969884491594,1,1,-1.6497793283730744,2,0,1,1,1,0.23945411834186234,0,0,0.7653,1
199,19,16,0,6,3,15.149696911395552,0,1,-0.5080300290103293,0,0,1,5,1,0.2683066455928941,0,1,0.8377,1
200,20,17,1,8,5,3.591667368967161,1,1,0.28227035011970386,1,1,2,7,2,0.21853910444347663,0,1,0.9798,1
201,10,14,0,4,2,9.806328283268751,2,1,-0.6937233208818924,1,0,2,10,1,0.21932674997156004,0,0,0.744,1
202,19,17,1,7,4,3.0573870196605104,2,1,-0.31293154587200755,1,0,1,5,0,0.27767381770201366,0,0,0.9225,1
203,16,16,0,3,3,0.8626173177856831,0,1,-1.6377105389758362,2,0,1,5,0,0.22424321419449159,0,0,0.8611,1
204,10,14,1,6,1,0.6838100665560614,0,0,-1.4541794314689283,0,0,3,17,0,0.2531195638081395,0,0,0.6381,0
205,10,17,0,6,1,2.782092990172046,1,1,-2.139343994499519,3,1,1,5,0,0.3015707746025637,0,0,0.67,1
206,2,13,0,3,3,3.452942822263945,0,1,-3.511573599062372,5,1,1,4,2,0.263931199491046,1,0,0.6391,0
207,2,14,0,4,3,12.987035619928736,1,1,-0.24251460412227,1,1,1,7,0,0.1959839858817199,0,1,0.7445,1
208,7,13,1,3,2,5.586332256286847,0,1,-2.317320758281856,4,0,1,1,0,0.3171965039606218,1,0,0.6004,0
209,7,15,0,4,4,3.221134255908936,2,1,-1.7221396269090863,3,1,3,18,0,0.19768013117128067,0,1,0.8323,1
210,10,14,1,5,4,0.6768768687046735,2,0,-0.609932476811967,2,0,2,7,1,0.17546569386642238,0,0,0.8952,1
211,5,15,0,3,4,7.761415440807784,0,1,-1.5895542413937434,2,0,1,3,2,0.193729022310055,0,0,0.7698,1
212,11,13,1,7,2,8.996444199325953,0,1,0.04040535715852123,0,0,1,3,2,0.2768731311994482,0,0,0.8789,1
213,13,17,0,7,2,9.744320217763887,0,1,-1.8480407829570973,3,1,2,11,1,0.28495002347092657,0,0,0.6318,1
214,6,14,0,4,5,0.48041585317709945,2,0,0.7370660118532074,0,1,1,5,2,0.21190467405329202,0,0,0.9715,1
215,8,15,1,5,3,14.108142231422372,0,1,-1.0909006008312858,1,0,1,11,0,0.2107849041061603,0,1,0.6442,0
216,18,17,1,2,1,8.922482753198384,0,1,-2.42702725724024,3,0,2,13,0,0.32,0,0,0.3753,0
217,17,16,1,4,4,7.738873697267392,0,0,-1.0360880631650822,2,0,1,4,1,0.2364673863515459,0,1,0.7782,1
