student_id,school_id,persona,ses_quintile,dropout_risk,retained,match_rank,intervention_id,intervention,sponsor_action,need_score,match_reason,est_unit_cost_kes,priority_score
714,6,Academic Strugglers,1,0.698,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.187
774,5,Academic Strugglers,1,0.695,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.167
225,12,Academic Strugglers,1,0.694,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.162
361,10,Health-Constrained,2,0.691,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.148
490,3,Health-Constrained,1,0.685,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.107
571,20,Academic Strugglers,1,0.681,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.084
647,20,Academic Strugglers,1,0.68,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.079
344,7,Academic Strugglers,1,0.679,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.076
986,16,Academic Strugglers,1,0.679,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.076
142,12,Academic Strugglers,1,0.679,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.075
334,20,Health-Constrained,1,0.676,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.058
762,1,Academic Strugglers,1,0.676,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.057
219,19,Academic Strugglers,1,0.673,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.037
721,12,Academic Strugglers,1,0.668,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.006
123,16,Academic Strugglers,1,0.667,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,4.0
388,12,Academic Strugglers,1,0.662,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.975
273,15,Health-Constrained,1,0.659,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.953
245,15,Academic Strugglers,1,0.654,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.925
960,17,Academic Strugglers,1,0.654,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.924
712,14,Academic Strugglers,1,0.653,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.915
640,2,Academic Strugglers,1,0.652,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.912
950,7,Academic Strugglers,1,0.649,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.895
220,7,Academic Strugglers,1,0.647,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.879
656,10,Academic Strugglers,1,0.646,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.878
22,20,Health-Constrained,1,0.646,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.877
572,18,Academic Strugglers,1,0.646,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.876
732,8,Academic Strugglers,1,0.645,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.87
109,18,Academic Strugglers,1,0.644,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.863
463,1,Academic Strugglers,1,0.644,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.861
456,20,Academic Strugglers,1,0.643,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.857
103,1,Academic Strugglers,1,0.643,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.856
228,3,Academic Strugglers,1,0.642,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.85
34,9,Academic Strugglers,1,0.639,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.836
436,19,Health-Constrained,2,0.637,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.825
107,15,Health-Constrained,2,0.635,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.809
865,2,Academic Strugglers,1,0.635,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.809
684,19,Health-Constrained,1,0.634,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.803
50,9,Health-Constrained,1,0.632,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.794
201,15,Academic Strugglers,1,0.632,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.791
511,18,Health-Constrained,2,0.631,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.784
642,17,Academic Strugglers,1,0.631,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.783
861,14,Academic Strugglers,1,0.627,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.763
397,18,Health-Constrained,1,0.625,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.749
814,7,Academic Strugglers,2,0.625,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.748
551,12,Academic Strugglers,1,0.623,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.735
264,14,Academic Strugglers,1,0.621,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.726
791,7,Health-Constrained,2,0.62,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.722
448,11,Academic Strugglers,1,0.62,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.718
544,19,Health-Constrained,1,0.62,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.718
761,4,Academic Strugglers,1,0.619,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.712
190,13,Academic Strugglers,1,0.741,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,5.0,"low SES, elevated cash-flow volatility, economic instability, elevated dropout risk",15000,3.705
582,9,Health-Constrained,1,0.74,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,5.0,"low SES, elevated cash-flow volatility, economic instability, elevated dropout risk",15000,3.701
982,12,Academic Strugglers,1,0.616,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.696
156,19,Academic Strugglers,2,0.615,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.691
946,4,Academic Strugglers,2,0.615,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.689
556,3,Academic Strugglers,1,0.614,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.683
513,1,Academic Strugglers,1,0.614,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.682
180,18,Academic Strugglers,2,0.611,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.667
827,8,Academic Strugglers,1,0.61,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.66
922,17,Academic Strugglers,1,0.609,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.657
638,2,Academic Strugglers,1,0.608,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.646
822,5,Academic Strugglers,1,0.607,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.64
618,10,Academic Strugglers,2,0.605,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.631
938,1,Health-Constrained,2,0.605,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.629
584,8,Academic Strugglers,1,0.604,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.626
980,3,Academic Strugglers,2,0.604,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.625
412,16,Health-Constrained,1,0.602,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.613
455,3,Academic Strugglers,2,0.601,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.607
990,17,Academic Strugglers,1,0.601,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.607
668,14,Academic Strugglers,1,0.601,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.606
196,19,Academic Strugglers,2,0.6,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.601
667,12,Academic Strugglers,1,0.6,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.598
15,15,Academic Strugglers,1,0.599,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.594
920,2,Health-Constrained,2,0.598,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.586
342,5,Health-Constrained,2,0.598,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.585
276,17,Academic Strugglers,1,0.596,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.575
838,2,Academic Strugglers,1,0.714,1,1,academic_tutoring,Academic Tutoring / Catch-up,Fund after-school tutoring or remedial classes,5.0,"6 failed subjects, steep GPA decline, Academic Strugglers persona",8000,3.572
987,19,Academic Strugglers,1,0.595,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.57
524,11,Academic Strugglers,1,0.594,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.561
285,3,Academic Strugglers,1,0.593,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.56
879,5,Health-Constrained,2,0.593,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.559
151,20,Academic Strugglers,1,0.711,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,5.0,"low SES, elevated cash-flow volatility, economic instability, elevated dropout risk",15000,3.557
457,4,Academic Strugglers,2,0.592,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.552
134,2,Academic Strugglers,1,0.592,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.551
36,7,Academic Strugglers,2,0.59,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.542
577,7,Academic Strugglers,2,0.59,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.538
600,15,Academic Strugglers,1,0.59,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.538
86,6,Academic Strugglers,1,0.589,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.532
465,17,Academic Strugglers,1,0.588,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.529
373,10,Health-Constrained,1,0.704,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,5.0,"low SES, elevated cash-flow volatility, economic instability, elevated dropout risk",15000,3.521
781,12,Academic Strugglers,1,0.586,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.515
340,10,Health-Constrained,2,0.585,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.512
492,1,Academic Strugglers,1,0.584,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.506
431,2,Academic Strugglers,1,0.584,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.505
176,13,Academic Strugglers,2,0.583,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.498
739,10,Academic Strugglers,1,0.583,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.497
941,18,Academic Strugglers,1,0.581,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.488
488,10,Academic Strugglers,1,0.581,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.487
480,9,Academic Strugglers,1,0.58,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.482
441,3,Health-Constrained,2,0.696,0,1,health_support,Health & Attendance Support,"Fund school nurse visits, medical vouchers, attendance follow-up",5.0,"18 health absences, chronic health risk, Health-Constrained persona",5000,3.479
629,13,Academic Strugglers,1,0.696,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,5.0,"low SES, elevated cash-flow volatility, economic instability, elevated dropout risk",15000,3.479
670,15,Academic Strugglers,1,0.58,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.478
45,6,Academic Strugglers,1,0.579,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.477
669,11,Academic Strugglers,2,0.578,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.471
953,4,Academic Strugglers,2,0.694,0,1,academic_tutoring,Academic Tutoring / Catch-up,Fund after-school tutoring or remedial classes,5.0,"4 failed subjects, steep GPA decline, Academic Strugglers persona",8000,3.469
823,8,Academic Strugglers,1,0.577,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.462
517,10,Academic Strugglers,2,0.576,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.454
653,8,Academic Strugglers,1,0.576,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.454
999,7,Academic Strugglers,2,0.574,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.443
554,1,Health-Constrained,2,0.574,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.442
428,9,Academic Strugglers,1,0.573,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.439
100,11,Academic Strugglers,2,0.572,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.432
382,4,Academic Strugglers,1,0.572,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.432
16,4,Academic Strugglers,1,0.572,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.43
352,2,Health-Constrained,1,0.571,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.427
503,1,Academic Strugglers,1,0.571,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.427
597,5,Academic Strugglers,2,0.57,0,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.422
959,10,Health-Constrained,2,0.57,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.417
676,10,Health-Constrained,2,0.569,1,1,school_fee_support,School Fee Support,Cover term fees / bursary for high cash-flow volatility + low SES students,6.0,"low SES, high cash-flow volatility, economic instability, elevated dropout risk",15000,3.416
