,impute_scale__school_id,impute_scale__age_at_enrollment,impute_scale__gender,impute_scale__resource_dilution_index,impute_scale__socioeconomic_status_index,impute_scale__commute_barrier_score,impute_scale__digital_equity_access_score,impute_scale__nutritional_support_access,impute_scale__gpa_trend,impute_scale__failed_subjects_count,impute_scale__strength_science_indicator,impute_scale__chronic_health_risk_score,impute_scale__health_related_absences,impute_scale__social_integration_score,impute_scale__cash_flow_volatility,impute_scale__psychosocial_support_access,impute_scale__ses_disadvantage_score,impute_scale__academic_risk_index,impute_scale__health_burden_index,impute_scale__absence_intensity,impute_scale__household_pressure_index,impute_scale__support_coverage_score,impute_scale__economic_instability_index,impute_scale__barrier_burden_index,impute_scale__ses_commute_interaction,impute_scale__academic_ses_interaction,impute_scale__health_commute_interaction,impute_scale__long_commute_flag,impute_scale__high_academic_risk_flag,impute_scale__no_digital_access_flag,impute_scale__low_social_integration_flag,impute_scale__stem_resilience_flag,passthrough__cash_flow_volatility_missing,passthrough__commute_barrier_score_missing,passthrough__digital_equity_access_score_missing,passthrough__psychosocial_support_access_missing,passthrough__any_survey_missing
244,0.8795573644303645,0.6691027096917547,0.9920317455237933,-0.8103514681768509,-1.2078512899612566,2.0610621925998025,-0.8149608300648491,-1.6754422099806283,-1.2343365393486934,0.16208817969462153,-0.4277444326750994,-0.5939431423763045,0.04649072355066898,0.11351371414522002,0.6184272646295254,-0.5783766704784492,1.2078512899612566,0.6644234955933681,-0.34938645230485754,1.039733701437974,-0.07013019566846333,-2.0402359067704405,1.077714199493347,1.90647600509267,2.7390760735542963,0.5551801744376382,1.585364921996725,1.4803679818552302,-0.6050786879235088,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
559,-0.19017456528224091,1.3719416904604045,0.9920317455237933,-0.35543859307757086,1.8397129403867416,-0.9950173289389987,0.4855085796131015,-1.6754422099806283,1.0926150246472273,0.16208817969462153,-0.4277444326750994,2.4781765595700977,2.6735350337768287,-1.1203310048245632,-2.36756666040819,-0.5783766704784492,-1.8397129403867416,-0.4040882338536073,3.2193972172825753,0.5496528743225574,-1.1435515579408628,-1.2963482402279851,-2.3145420703101136,-1.5476078350028866,-1.0782953704595266,-0.7434869002702875,-0.04891148388397239,-0.6755077198756877,-0.6050786879235088,-0.9607689228305228,1.3850227210205581,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
919,-1.4381951499469472,-0.7365752518455452,-1.0080322575483704,-1.265264343276131,-0.445960232374257,1.1391027743965303,-0.8149608300648491,0.5968573514759201,-0.32519173144870095,0.8856961247598962,2.3378445716897667,0.9421167085968966,0.762957353612349,-1.1203310048245632,1.3462011165489631,-0.5783766704784492,0.445960232374257,0.6827980075709607,0.6377239243895387,0.059572047207140884,-0.7857444371833963,-0.55246057368553,0.8995350926932588,1.2001188006516033,1.143239622415984,0.8798469431146198,1.7467851028107617,1.4803679818552302,1.6526776102985388,1.0408329997330665,1.3850227210205581,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
991,1.0578460193824655,0.6691027096917547,-1.0080322575483704,0.5543871571209893,-1.2078512899612566,-0.2059411517241128,-0.8149608300648491,0.5968573514759201,-0.051532429131269666,-0.5615197653706532,-0.4277444326750994,-0.5939431423763045,-1.147620326552131,0.11351371414522002,1.1328432542933127,-0.5783766704784492,1.2078512899612566,-0.31455199794220934,-0.72904428949501,-1.4106704341391085,1.0032911666039361,-0.55246057368553,1.3114563156809451,0.11018669322846389,-0.2812300159971403,-0.25648674725481535,-0.3010754785296518,-0.6755077198756877,-0.6050786879235088,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,0.0,1.0,0.0,0.0,1.0
709,-1.6164838048990482,-0.7365752518455452,-1.0080322575483704,-0.35543859307757086,1.0778218827997421,-1.3458474698748537,0.4855085796131015,-1.6754422099806283,-0.47565914060178444,1.609304069825171,-0.4277444326750994,-0.5939431423763045,-0.192331486469891,-1.1203310048245632,-0.44018531485018997,1.7289770681323857,-1.0778218827997421,1.1877353256270176,-0.425318019742888,0.5496528743225574,-0.7857444371833963,0.1914270928569252,-0.9299043635926625,-1.3341460513818613,-1.116038904441605,0.23051340576065682,-0.9371522887148086,-0.6755077198756877,1.6526776102985388,-0.9607689228305228,1.3850227210205581,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
63,1.4144233292866673,1.3719416904604045,0.9920317455237933,-0.8103514681768509,0.31593082521274257,-0.723340576490391,-0.8149608300648491,0.5968573514759201,-0.3974951829264484,0.16208817969462153,-0.4277444326750994,0.9421167085968966,2.4347128237562687,0.11351371414522002,0.017656644968489975,-0.5783766704784492,-0.31593082521274257,0.2801547300295596,1.7007658685219655,1.7748549421110986,-0.7857444371833963,0.1914270928569252,0.10284725221249368,0.12955353019832716,-0.667070223974363,-0.09415336291632463,0.3803630838499714,-0.6755077198756877,-0.6050786879235088,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,1.0,0.0,0.0,1.0,1.0
846,-0.7250405301385436,1.3719416904604045,-1.0080322575483704,-0.8103514681768509,0.31593082521274257,0.7928099258539723,-0.8149608300648491,0.5968573514759201,-0.7231088593965214,0.8856961247598962,-0.4277444326750994,-0.5939431423763045,0.04649072355066898,0.11351371414522002,0.42675692293127354,-0.5783766704784492,-0.31593082521274257,0.8655173753217733,-0.34938645230485754,1.039733701437974,-0.7857444371833963,-0.55246057368553,-0.02711264556965154,0.7166919416612506,0.3308724297563134,0.3928467900991475,0.6533234906535021,1.4803679818552302,1.6526776102985388,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
932,-0.5467518751864427,0.6691027096917547,-1.0080322575483704,2.3740386575181094,-1.2078512899612566,1.3890190412856729,-0.8149608300648491,0.5968573514759201,-1.6109785351273147,0.16208817969462153,2.3378445716897667,-0.5939431423763045,0.28531293357122894,1.3473584331150033,-0.7405993429948301,-0.5783766704784492,1.2078512899612566,0.8373735460021013,-0.27345488486682706,1.5298145285533904,2.434519649633802,-0.55246057368553,0.4601949901293701,1.6462232480695456,2.0018355810405986,0.5551801744376382,1.3973733633939276,1.4803679818552302,-0.6050786879235088,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
150,1.771000639190869,-0.033736271076895225,0.9920317455237933,0.5543871571209893,-1.2078512899612566,-0.8702274187456884,1.7859779892910521,0.5968573514759201,-2.7846147993784327,3.7801279050209953,-0.4277444326750994,-0.5939431423763045,-0.9087981165315709,-1.1203310048245632,0.10256418074203749,-0.5783766704784492,1.2078512899612566,3.5555163145389623,-0.6531127220569795,-0.9205896070236921,1.0032911666039361,0.9353147593993804,0.8433145476284627,-0.9752978885550254,-0.47658856426372925,4.613514782899907,-0.8436669076430713,-0.6755077198756877,1.6526776102985388,-0.9607689228305228,1.3850227210205581,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
850,1.5927119842387683,-1.439414232614195,0.9920317455237933,-0.35543859307757086,-0.445960232374257,-1.052329751558596,1.7859779892910521,0.5968573514759201,1.0909299399004218,-0.5615197653706532,-0.4277444326750994,-0.5939431423763045,-1.147620326552131,0.11351371414522002,0.6230005933673832,-0.5783766704784492,0.445960232374257,-0.8391587240340299,-0.72904428949501,-1.4106704341391085,-0.07013019566846333,0.9353147593993804,0.5709247382077308,-1.3951409816634808,-0.7799854461963333,-0.41882013159330606,-0.9506084433992176,-0.6755077198756877,-0.6050786879235088,-0.9607689228305228,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
330,-1.6164838048990482,1.3719416904604045,0.9920317455237933,0.09947428202170919,-0.445960232374257,-0.929942719691433,-0.8149608300648491,0.5968573514759201,1.9048944110343569,-1.285127710435928,2.3378445716897667,-0.5939431423763045,-1.147620326552131,0.11351371414522002,0.8298347702639189,-0.5783766704784492,0.445960232374257,-1.6487669274447894,-0.72904428949501,-1.4106704341391085,0.28767692508900317,-0.55246057368553,0.6649067667199361,0.3988684744043711,-0.6725772531663454,-1.068153668947269,-0.9249105851620465,-0.6755077198756877,-0.6050786879235088,1.0408329997330665,-0.7220098160289725,3.166924654093602,0.0,0.0,0.0,0.0,0.0
198,1.0578460193824655,-0.033736271076895225,0.9920317455237933,-0.35543859307757086,-1.2078512899612566,1.3476548843281262,-0.8149608300648491,0.5968573514759201,1.0726813013152212,-0.5615197653706532,-0.4277444326750994,-0.5939431423763045,-0.192331486469891,-1.1203310048245632,-0.7003824909445122,-0.5783766704784492,1.2078512899612566,-0.8307791407730698,-0.425318019742888,0.5496528743225574,0.28767692508900317,0.1914270928569252,0.4784688624302462,0.11018669322846389,1.956458537337133,-0.25648674725481535,0.7595284936475567,1.4803679818552302,-0.6050786879235088,-0.9607689228305228,1.3850227210205581,-0.3157637485020014,0.0,0.0,1.0,0.0,1.0
228,-0.011885910330140019,1.3719416904604045,-1.0080322575483704,0.09947428202170919,-0.445960232374257,2.013378185162327,-0.8149608300648491,0.5968573514759201,-1.1133176106028477,0.8856961247598962,2.3378445716897667,-0.5939431423763045,-1.147620326552131,0.11351371414522002,-0.9270958893857871,-0.5783766704784492,0.445960232374257,1.044697137396764,-0.72904428949501,-1.4106704341391085,0.28767692508900317,-0.55246057368553,-0.13341346171969895,1.538687217879574,1.9105132513967658,0.8798469431146198,-0.3068954065479437,1.4803679818552302,1.6526776102985388,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
382,1.771000639190869,-0.033736271076895225,-1.0080322575483704,-0.35543859307757086,0.31593082521274257,-1.0222290790601676,-0.8149608300648491,-1.6754422099806283,0.2738402958715932,0.16208817969462153,-0.4277444326750994,0.9421167085968966,0.28531293357122894,0.11351371414522002,-0.9366105174944415,-0.5783766704784492,-0.31593082521274257,-0.028115474038541106,0.3339976546374168,-0.4305087799082756,-0.4279373164259298,-2.0402359067704405,-0.6466042575521196,0.013807157834898562,-0.8638010794948817,-0.09415336291632463,-0.6278056584667479,-0.6755077198756877,-0.6050786879235088,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
823,1.4144233292866673,-0.7365752518455452,0.9920317455237933,1.4642129073195493,-1.2078512899612566,-0.36485420474247415,-0.8149608300648491,0.5968573514759201,-2.661351194335301,2.3329120148904456,-0.4277444326750994,-0.5939431423763045,-0.192331486469891,0.11351371414522002,1.378025148428195,1.7289770681323857,1.2078512899612566,2.62722643433411,-0.425318019742888,0.5496528743225574,1.718905408118869,0.9353147593993804,1.4228629125548642,0.9670252726785801,0.07781273640633163,2.990180939514999,-0.3192087335588933,-0.6755077198756877,1.6526776102985388,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
126,-0.5467518751864427,-0.033736271076895225,0.9920317455237933,-1.265264343276131,-1.2078512899612566,2.016588345323156,-0.8149608300648491,-1.6754422099806283,0.1610604708227911,0.16208817969462153,-0.4277444326750994,-0.5939431423763045,-0.6699759065110109,-1.1203310048245632,0.017656644968489975,-0.5783766704784492,1.2078512899612566,0.023671837641760847,-0.577181154618949,-0.4305087799082756,-0.4279373164259298,-2.0402359067704405,0.10284725221249368,1.8892532399375759,2.6902876572061802,0.5551801744376382,0.4373395792626375,1.4803679818552302,-0.6050786879235088,1.0408329997330665,1.3850227210205581,-0.3157637485020014,1.0,0.0,0.0,0.0,1.0
140,-0.36846322023434186,-1.439414232614195,0.9920317455237933,1.4642129073195493,-0.445960232374257,0.8181986678787518,-0.8149608300648491,0.5968573514759201,-0.072333051148714,0.16208817969462153,-0.4277444326750994,-0.5939431423763045,0.28531293357122894,0.11351371414522002,0.3899850654977975,1.7289770681323857,0.445960232374257,0.13084369272551832,-0.27345488486682706,1.5298145285533904,1.3610982873614026,0.9353147593993804,0.4650463369076372,1.0758467530933702,0.8616106810883757,0.23051340576065682,0.9179480252381143,1.4803679818552302,-0.6050786879235088,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
261,1.771000639190869,-0.7365752518455452,0.9920317455237933,-0.8103514681768509,1.8397129403867416,-0.8041873517697633,-0.8149608300648491,-1.6754422099806283,1.0559323790260176,-0.5615197653706532,-0.4277444326750994,-0.5939431423763045,-0.6699759065110109,0.11351371414522002,-0.9350447909889568,-0.5783766704784492,-1.8397129403867416,-0.8230882114909502,-0.577181154618949,-0.4305087799082756,-1.5013586786983293,-2.0402359067704405,-1.6636278297517828,-0.6004006067555033,-1.0364267535174387,-0.9058202846087783,-0.7472286364520646,-0.6755077198756877,-0.6050786879235088,1.0408329997330665,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
40,1.4144233292866673,-0.033736271076895225,0.9920317455237933,-2.175090093474691,-0.445960232374257,-0.2059411517241128,-0.8149608300648491,-1.6754422099806283,0.42295633058482035,0.16208817969462153,2.3378445716897667,-0.5939431423763045,0.5241351435917889,0.11351371414522002,1.2917732159318236,-0.5783766704784492,0.445960232374257,-0.09658799173293382,-0.19752331742879659,2.019895355668807,-1.5013586786983293,-2.0402359067704405,0.874803955004064,0.11018669322846389,-0.2812300159971403,0.23051340576065682,-0.3010754785296518,-0.6755077198756877,-0.6050786879235088,1.0408329997330665,-0.7220098160289725,3.166924654093602,0.0,1.0,0.0,0.0,1.0
687,0.5229800545261627,-1.439414232614195,-1.0080322575483704,-1.265264343276131,1.8397129403867416,-0.7371326522622889,0.4855085796131015,0.5968573514759201,1.4058808596212384,-1.285127710435928,2.3378445716897667,-0.5939431423763045,0.5241351435917889,-1.1203310048245632,-1.3451663919806047,-0.5783766704784492,-1.8397129403867416,-1.4196251433664495,-0.19752331742879659,2.019895355668807,-1.8591657994557957,0.1914270928569252,-1.8499803009739308,-1.4477404411191872,-1.021714769742712,-1.068153668947269,-0.3056782886836422,-0.6755077198756877,-0.6050786879235088,-0.9607689228305228,1.3850227210205581,3.166924654093602,0.0,0.0,0.0,0.0,0.0
835,0.3446913995740618,1.3719416904604045,-1.0080322575483704,0.5543871571209893,0.31593082521274257,-1.2248237116430036,1.7859779892910521,0.5968573514759201,1.7776472183128496,-0.5615197653706532,-0.4277444326750994,-0.5939431423763045,-0.6699759065110109,1.3473584331150033,0.017656644968489975,1.7289770681323857,-0.31593082521274257,-1.1544920890042643,-0.577181154618949,-0.4305087799082756,0.28767692508900317,2.4230900924842906,0.10284725221249368,-1.811263174576453,-0.9971505226792406,-0.5811535159317968,-0.9238724095791834,-0.6755077198756877,-0.6050786879235088,-0.9607689228305228,-0.7220098160289725,-0.3157637485020014,1.0,0.0,0.0,0.0,1.0
320,1.4144233292866673,0.6691027096917547,0.9920317455237933,-0.8103514681768509,0.31593082521274257,0.634027376478,0.4855085796131015,0.5968573514759201,-0.7281522792105388,0.16208817969462153,2.3378445716897667,0.9421167085968966,0.762957353612349,0.11351371414522002,0.017656644968489975,-0.5783766704784492,-0.31593082521274257,0.43198899734783214,0.6377239243895387,0.059572047207140884,-0.7857444371833963,0.1914270928569252,0.10284725221249368,-0.2181047272010888,0.2263604578608018,-0.09415336291632463,1.2165264725957212,1.4803679818552302,-0.6050786879235088,-0.9607689228305228,-0.7220098160289725,-0.3157637485020014,1.0,0.0,0.0,0.0,1.0
911,-1.2599064949948464,-1.439414232614195,0.9920317455237933,-0.35543859307757086,1.0778218827997421,0.038539819666523915,-0.8149608300648491,0.5968573514759201,-1.909336474149666,2.3329120148904456,-0.4277444326750994,-0.5939431423763045,-0.431153696490451,-1.1203310048245632,-0.2885160011364984,-0.5783766704784492,-1.0778218827997421,2.281909169605456,-0.5012495871809185,0.059572047207140884,-0.7857444371833963,-0.55246057368553,-0.8609883363686069,0.07527343303174233,-0.5085622177583584,0.5551801744376382,-0.22921730106766652,-0.6755077198756877,1.6526776102985388,1.0408329997330665,1.3850227210205581,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
20,-1.0816178400427454,-0.7365752518455452,0.9920317455237933,-0.35543859307757086,-1.2078512899612566,-0.4669194299851976,-0.8149608300648491,0.5968573514759201,-1.3265500874541478,0.8856961247598962,2.3378445716897667,0.9421167085968966,0.5241351435917889,-1.1203310048245632,0.049078056288169226,-0.5783766704784492,1.2078512899612566,1.142611252215462,0.4858607895134778,-0.18546836635056735,0.28767692508900317,-0.55246057368553,0.8190113374489117,0.9274998996223055,-0.034154206161757794,1.3668470961300918,-0.05036075721999536,-0.6755077198756877,1.6526776102985388,1.0408329997330665,1.3850227210205581,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
830,-0.36846322023434186,0.6691027096917547,0.9920317455237933,-0.8103514681768509,1.0778218827997421,0.02469996315522942,0.4855085796131015,0.5968573514759201,0.6862926050937976,-1.285127710435928,2.3378445716897667,0.9421167085968966,-0.431153696490451,0.11351371414522002,-0.7530697442701246,-0.5783766704784492,-1.0778218827997421,-1.0891977712493932,-0.12159174999076611,-1.1656300205814003,-1.1435515579408628,0.1914270928569252,-1.072073872558673,-0.8033933052530348,-0.5146352222139526,-1.068153668947269,-0.2364822593157768,-0.6755077198756877,-0.6050786879235088,-0.9607689228305228,-0.7220098160289725,3.166924654093602,0.0,0.0,0.0,0.0,0.0
194,1.0578460193824655,0.6691027096917547,0.9920317455237933,0.09947428202170919,1.0778218827997421,-0.46824023713472057,-0.8149608300648491,0.5968573514759201,-0.2893455560392766,0.8856961247598962,-0.4277444326750994,-0.5939431423763045,-0.192331486469891,0.11351371414522002,-1.356387469751326,1.7289770681323857,-1.0778218827997421,0.6663378201423017,-0.425318019742888,0.5496528743225574,-0.4279373164259298,0.1914270928569252,-1.3462114668811846,0.11018669322846389,-0.7309400683125592,-0.09415336291632463,-0.3843332707811832,-0.6755077198756877,1.6526776102985388,-0.9607689228305228,-0.7220098160289725,-0.3157637485020014,0.0,0.0,1.0,0.0,1.0
883,-0.011885910330140019,1.3719416904604045,-1.0080322575483704,1.9191257824188295,1.0778218827997421,0.03622375093480842,0.4855085796131015,-1.6754422099806283,-0.6259071690173105,0.16208817969462153,-0.4277444326750994,-0.5939431423763045,0.28531293357122894,0.11351371414522002,-1.746278982867104,-0.5783766704784492,-1.0778218827997421,0.3850391161339511,-0.27345488486682706,1.5298145285533904,1.0032911666039361,-1.2963482402279851,-1.5233717208204722,-0.7989306490454383,-0.5095785213389405,-0.41882013159330606,0.2611764619744464,-0.6755077198756877,-0.6050786879235088,-0.9607689228305228,-0.7220098160289725,-0.3157637485020014,0.0,0.0,0.0,0.0,0.0
